contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
9700_9700_SPE30021F3EVY_0_SPE30018D4036_0,CONT_AWD_SPE30021F3EVY_9700_SPE30018D4036_9700,SPE30021F3EVY,0,0,9700,DEPT OF DEFENSE,SPE30018D4036,0,1790.39,1790.39,1790.39,1790.39
4732_4732_47QSHA21F2K9S_0_GS06Q16GVAM009_0,CONT_AWD_47QSHA21F2K9S_4732_GS06Q16GVAM009_4732,47QSHA21F2K9S,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM009,PS0004,300.64,300.64,300.64,300.64
9700_9700_SPE2D621F20UP_0_SPE2DE20D0008_0,CONT_AWD_SPE2D621F20UP_9700_SPE2DE20D0008_9700,SPE2D621F20UP,0,0,9700,DEPT OF DEFENSE,SPE2DE20D0008,0,175.35,175.35,175.35,175.35
9700_-NONE-_SPE4A621PR887_0_-NONE-_0,CONT_AWD_SPE4A621PR887_9700_-NONE-_-NONE-,SPE4A621PR887,0,0,,,,,2885.44,2885.44,2885.44,2885.44
9700_4735_HC101320FA090_P00009_GS00T07NSD0038_0,CONT_AWD_HC101320FA090_9700_GS00T07NSD0038_4735,HC101320FA090,P00009,0,4735,FEDERAL ACQUISITION SERVICE,GS00T07NSD0038,0,77.58,4858.61,77.58,4858.61
4732_4732_47QSEA21F3RWR_0_47QSEA20A000B_0,CONT_AWD_47QSEA21F3RWR_4732_47QSEA20A000B_4732,47QSEA21F3RWR,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000B,0,2042.24,2042.24,2042.24,2042.24
9700_9700_SPE60721FFK9N_0_SPE60721D0008_0,CONT_AWD_SPE60721FFK9N_9700_SPE60721D0008_9700,SPE60721FFK9N,0,0,9700,DEPT OF DEFENSE,SPE60721D0008,0,1869.49,1869.49,1869.49,1869.49
9700_9700_SPE2D621F1CXG_0_SPE2DE20D0008_0,CONT_AWD_SPE2D621F1CXG_9700_SPE2DE20D0008_9700,SPE2D621F1CXG,0,0,9700,DEPT OF DEFENSE,SPE2DE20D0008,0,141.51,141.51,141.51,141.51
4732_4732_47QSCC21F5PGD_0_47QSCC20A0004_0,CONT_AWD_47QSCC21F5PGD_4732_47QSCC20A0004_4732,47QSCC21F5PGD,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0004,PS0002,145345.42,145345.42,145345.42,145345.42
9700_-NONE-_SPE4A521P1699_0_-NONE-_0,CONT_AWD_SPE4A521P1699_9700_-NONE-_-NONE-,SPE4A521P1699,0,0,,,,,2961.64,2961.64,2961.64,2961.64
9700_9700_SPE2DV21FQGKG_0_SPE2DV17D0250_0,CONT_AWD_SPE2DV21FQGKG_9700_SPE2DV17D0250_9700,SPE2DV21FQGKG,0,0,9700,DEPT OF DEFENSE,SPE2DV17D0250,0,2679.96,2679.96,2679.96,2679.96
9700_9700_SPE3SU21F89WL_0_SPE30018DS325_0,CONT_AWD_SPE3SU21F89WL_9700_SPE30018DS325_9700,SPE3SU21F89WL,0,0,9700,DEPT OF DEFENSE,SPE30018DS325,0,347.15,347.15,347.15,347.15
9700_9700_SPE7M221FA2S4_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FA2S4_9700_SPE4AX16D9008_9700,SPE7M221FA2S4,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,31.92,31.92,31.92,31.92
9700_9700_SPE3SU21FF8A3_0_SPE30021DS365_0,CONT_AWD_SPE3SU21FF8A3_9700_SPE30021DS365_9700,SPE3SU21FF8A3,0,0,9700,DEPT OF DEFENSE,SPE30021DS365,0,375.13,375.13,375.13,375.13
9700_9700_SPE2D621F7M77_0_SPE2DE16D0011_0,CONT_AWD_SPE2D621F7M77_9700_SPE2DE16D0011_9700,SPE2D621F7M77,0,0,9700,DEPT OF DEFENSE,SPE2DE16D0011,0,432.1,432.1,432.1,432.1
9700_-NONE-_FA810119C0011_P00001_-NONE-_0,CONT_AWD_FA810119C0011_9700_-NONE-_-NONE-,FA810119C0011,P00001,0,,,,,16841.86,3405548.77,16841.86,3405548.77
9700_9700_N0025321F5001_P00002_N0002411D4229_0,CONT_AWD_N0025321F5001_9700_N0002411D4229_9700,N0025321F5001,P00002,0,9700,DEPT OF DEFENSE,N0002411D4229,P00004,1087214,1462301,1087214,1462301
9700_9700_SPE7M221FB7L9_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FB7L9_9700_SPE4AX16D9008_9700,SPE7M221FB7L9,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,103.6,103.6,103.6,103.6
9700_-NONE-_SPE4A621V349M_0_-NONE-_0,CONT_AWD_SPE4A621V349M_9700_-NONE-_-NONE-,SPE4A621V349M,0,0,,,,,1226.55,1226.55,1226.55,1226.55
9700_9700_SPE7LX21F9399_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F9399_9700_SPE7M117D0001_9700,SPE7LX21F9399,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,71.25,71.25,71.25,71.25
1330_-NONE-_1305M319PNFFS0254_P21002_-NONE-_0,CONT_AWD_1305M319PNFFS0254_1330_-NONE-_-NONE-,1305M319PNFFS0254,P21002,0,,,,,12000,34500,12000,34500
4732_4732_47QSEA21F4WXR_0_47QSEA20A000A_0,CONT_AWD_47QSEA21F4WXR_4732_47QSEA20A000A_4732,47QSEA21F4WXR,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000A,PA0010,633.68,633.68,633.68,633.68
4732_4732_47QSWA21F11Y6_0_47QSCC18D0001_0,CONT_AWD_47QSWA21F11Y6_4732_47QSCC18D0001_4732,47QSWA21F11Y6,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18D0001,PS0010,35.14,35.14,35.14,35.14
9700_9700_SPE2DM21FM6T5_0_SPE2DM20D2031_0,CONT_AWD_SPE2DM21FM6T5_9700_SPE2DM20D2031_9700,SPE2DM21FM6T5,0,0,9700,DEPT OF DEFENSE,SPE2DM20D2031,0,578.08,578.08,578.08,578.08
9700_9700_SPE7LX21FAC72_0_SPE7M121D0002_0,CONT_AWD_SPE7LX21FAC72_9700_SPE7M121D0002_9700,SPE7LX21FAC72,0,0,9700,DEPT OF DEFENSE,SPE7M121D0002,0,63,63,63,63
4732_4732_47QSEA21F4DDD_0_47QSEA20A0004_0,CONT_AWD_47QSEA21F4DDD_4732_47QSEA20A0004_4732,47QSEA21F4DDD,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0004,PO0002,671.7,671.7,671.7,671.7
4732_-NONE-_47QSHA21P03ZK_0_-NONE-_0,CONT_AWD_47QSHA21P03ZK_4732_-NONE-_-NONE-,47QSHA21P03ZK,0,0,,,,,134.2,134.2,134.2,134.2
4732_4732_47QSEA21F2V8Z_0_47QSEA20A0008_0,CONT_AWD_47QSEA21F2V8Z_4732_47QSEA20A0008_4732,47QSEA21F2V8Z,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0008,PA0011,416,416,416,416
9700_-NONE-_SPE4A721PD025_0_-NONE-_0,CONT_AWD_SPE4A721PD025_9700_-NONE-_-NONE-,SPE4A721PD025,0,0,,,,,10986.69,10986.69,10986.69,10986.69
4732_4732_47QSMA20F007Q_P00001_GS03FGA010_0,CONT_AWD_47QSMA20F007Q_4732_GS03FGA010_4732,47QSMA20F007Q,P00001,0,4732,FEDERAL ACQUISITION SERVICE,GS03FGA010,PW0006,-234.06,0,-234.06,0
9700_-NONE-_SPE7M221P0982_0_-NONE-_0,CONT_AWD_SPE7M221P0982_9700_-NONE-_-NONE-,SPE7M221P0982,0,0,,,,,4129.91,4129.91,4129.91,4129.91
9700_9700_SPE2DX21F0ZXR_0_SPE2DX15D3404_0,CONT_AWD_SPE2DX21F0ZXR_9700_SPE2DX15D3404_9700,SPE2DX21F0ZXR,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3404,0,4906.16,4906.16,4906.16,4906.16
9700_9700_SPE2DM21FD1YP_0_SPE2DM20D4509_0,CONT_AWD_SPE2DM21FD1YP_9700_SPE2DM20D4509_9700,SPE2DM21FD1YP,0,0,9700,DEPT OF DEFENSE,SPE2DM20D4509,0,1282.32,1282.32,1282.32,1282.32
3600_-NONE-_VA26316D0006_P00006_-NONE-_-NONE-,CONT_IDV_VA26316D0006_3600,VA26316D0006,P00006,,,,,,0,0,,
9700_9700_SPE2DX21FNLRK_0_SPE2DX15D6028_0,CONT_AWD_SPE2DX21FNLRK_9700_SPE2DX15D6028_9700,SPE2DX21FNLRK,0,0,9700,DEPT OF DEFENSE,SPE2DX15D6028,0,564.65,564.65,564.65,564.65
9700_-NONE-_SPE4A521P2127_0_-NONE-_0,CONT_AWD_SPE4A521P2127_9700_-NONE-_-NONE-,SPE4A521P2127,0,0,,,,,151.65,151.65,151.65,151.65
9700_9700_SPE2DX21F2SZJ_0_SPE2DX15D7055_0,CONT_AWD_SPE2DX21F2SZJ_9700_SPE2DX15D7055_9700,SPE2DX21F2SZJ,0,0,9700,DEPT OF DEFENSE,SPE2DX15D7055,0,1128.27,1128.27,1128.27,1128.27
4732_4732_47QSEA21F8YRU_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F8YRU_4732_47QSEA20A000C_4732,47QSEA21F8YRU,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,230.99,230.99,230.99,230.99
9700_9700_SPE60721FF76W_0_SPE60719D0054_0,CONT_AWD_SPE60721FF76W_9700_SPE60719D0054_9700,SPE60721FF76W,0,0,9700,DEPT OF DEFENSE,SPE60719D0054,0,1110.46,1110.46,1110.46,1110.46
9700_9700_SPE3SU21FHRGP_0_SPE30021DS748_0,CONT_AWD_SPE3SU21FHRGP_9700_SPE30021DS748_9700,SPE3SU21FHRGP,0,0,9700,DEPT OF DEFENSE,SPE30021DS748,0,168.39,168.39,168.39,168.39
9700_9700_HC101321FA203_P00002_HC101320D0002_0,CONT_AWD_HC101321FA203_9700_HC101320D0002_9700,HC101321FA203,P00002,0,9700,DEPT OF DEFENSE,HC101320D0002,0,0,293,0,293
4732_4732_47QSEA21FA2VW_0_47QSEA20A0009_0,CONT_AWD_47QSEA21FA2VW_4732_47QSEA20A0009_4732,47QSEA21FA2VW,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0009,PA0016,759.36,759.36,759.36,759.36
9700_9700_SPE4A621F2702_0_SPE5EY17D0516_0,CONT_AWD_SPE4A621F2702_9700_SPE5EY17D0516_9700,SPE4A621F2702,0,0,9700,DEPT OF DEFENSE,SPE5EY17D0516,0,4125.03,4125.03,4125.03,4125.03
4732_-NONE-_47QSEA21P02GG_0_-NONE-_0,CONT_AWD_47QSEA21P02GG_4732_-NONE-_-NONE-,47QSEA21P02GG,0,0,,,,,355,355,355,355
3600_4732_36C25021F0133_0_GS07F0176Y_0,CONT_AWD_36C25021F0133_3600_GS07F0176Y_4732,36C25021F0133,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07F0176Y,PA0040,1469642.16,1469642.16,1469642.16,1469642.16
3600_3600_36C25021N0639_0_VA79117D0026_0,CONT_AWD_36C25021N0639_3600_VA79117D0026_3600,36C25021N0639,0,0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",VA79117D0026,0,18744.95,18744.95,18744.95,18744.95
9700_-NONE-_SPE7L321V6729_0_-NONE-_0,CONT_AWD_SPE7L321V6729_9700_-NONE-_-NONE-,SPE7L321V6729,0,0,,,,,204,204,204,204
9700_9700_SPE60521FGU7L_0_SPE60521D1001_0,CONT_AWD_SPE60521FGU7L_9700_SPE60521D1001_9700,SPE60521FGU7L,0,0,9700,DEPT OF DEFENSE,SPE60521D1001,0,10499.36,10499.36,10499.36,10499.36
9700_9700_SPE3SU21F9RCH_0_SPE30018DS326_0,CONT_AWD_SPE3SU21F9RCH_9700_SPE30018DS326_9700,SPE3SU21F9RCH,0,0,9700,DEPT OF DEFENSE,SPE30018DS326,0,747.06,747.06,747.06,747.06
1549_-NONE-_15F06719P0001011_P00005_-NONE-_0,CONT_AWD_15F06719P0001011_1549_-NONE-_-NONE-,15F06719P0001011,P00005,0,,,,,-35000,16900,-35000,16900
9700_9700_SPE2DV21FY2VJ_0_SPE2DV17D6001_0,CONT_AWD_SPE2DV21FY2VJ_9700_SPE2DV17D6001_9700,SPE2DV21FY2VJ,0,0,9700,DEPT OF DEFENSE,SPE2DV17D6001,0,136.84,136.84,136.84,136.84
9700_-NONE-_SPE7L021V0326_0_-NONE-_0,CONT_AWD_SPE7L021V0326_9700_-NONE-_-NONE-,SPE7L021V0326,0,0,,,,,1388.8,1388.8,1388.8,1388.8
9700_9700_SPE3SU21F1FYV_0_SPE30019DS730_0,CONT_AWD_SPE3SU21F1FYV_9700_SPE30019DS730_9700,SPE3SU21F1FYV,0,0,9700,DEPT OF DEFENSE,SPE30019DS730,0,157.5,157.5,157.5,157.5
9700_9700_SPE2D621F02ZU_0_SPE2DE18D0009_0,CONT_AWD_SPE2D621F02ZU_9700_SPE2DE18D0009_9700,SPE2D621F02ZU,0,0,9700,DEPT OF DEFENSE,SPE2DE18D0009,0,217.64,217.64,217.64,217.64
4732_-NONE-_GS07F0644X_PA0032_-NONE-_-NONE-,CONT_IDV_GS07F0644X_4732,GS07F0644X,PA0032,,,,,,0,0,,
9700_9700_SPE2D621F4E51_0_SPE2DE19D0004_0,CONT_AWD_SPE2D621F4E51_9700_SPE2DE19D0004_9700,SPE2D621F4E51,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0004,0,2370.62,2370.62,2370.62,2370.62
4732_4732_47QSMA21F1PPV_0_GS03FGA010_0,CONT_AWD_47QSMA21F1PPV_4732_GS03FGA010_4732,47QSMA21F1PPV,0,0,4732,FEDERAL ACQUISITION SERVICE,GS03FGA010,PW0006,87.33,87.33,87.33,87.33
9700_-NONE-_SPE8E821V0737_0_-NONE-_0,CONT_AWD_SPE8E821V0737_9700_-NONE-_-NONE-,SPE8E821V0737,0,0,,,,,500,500,500,500
4732_4732_47QSEA21F45BE_0_47QSEA20A000B_0,CONT_AWD_47QSEA21F45BE_4732_47QSEA20A000B_4732,47QSEA21F45BE,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000B,0,114.18,114.18,114.18,114.18
9700_4732_N6264517F0025_P00018_GS00Q14OADU420_0,CONT_AWD_N6264517F0025_9700_GS00Q14OADU420_4732,N6264517F0025,P00018,0,4732,FEDERAL ACQUISITION SERVICE,GS00Q14OADU420,PA0003,26733.91,2604482.51,26733.91,2609284.75
9700_9700_SPE2DX21FEFCS_0_SPE2DX16D4016_0,CONT_AWD_SPE2DX21FEFCS_9700_SPE2DX16D4016_9700,SPE2DX21FEFCS,0,0,9700,DEPT OF DEFENSE,SPE2DX16D4016,0,1826.97,1826.97,1826.97,1826.97
9700_9700_SPE2DM21FP2PB_0_SPE2DM20D9003_0,CONT_AWD_SPE2DM21FP2PB_9700_SPE2DM20D9003_9700,SPE2DM21FP2PB,0,0,9700,DEPT OF DEFENSE,SPE2DM20D9003,0,609.01,609.01,609.01,609.01
4732_-NONE-_47QSHA21P0BDV_P00001_-NONE-_0,CONT_AWD_47QSHA21P0BDV_4732_-NONE-_-NONE-,47QSHA21P0BDV,P00001,0,,,,,0,3349,0,3349
9700_-NONE-_W912EK17A0012_P00001_-NONE-_-NONE-,CONT_IDV_W912EK17A0012_9700,W912EK17A0012,P00001,,,,,,0,0,,
9700_9700_FA252121FG009_0_FA252118A0009_0,CONT_AWD_FA252121FG009_9700_FA252118A0009_9700,FA252121FG009,0,0,9700,DEPT OF DEFENSE,FA252118A0009,0,70003,70003,70003,70003
9700_9700_SPE3SU21FKJ6Z_0_SPE30020DS736_0,CONT_AWD_SPE3SU21FKJ6Z_9700_SPE30020DS736_9700,SPE3SU21FKJ6Z,0,0,9700,DEPT OF DEFENSE,SPE30020DS736,0,303.6,303.6,303.6,303.6
9700_9700_SPE3SU21F78X1_0_SPE30017DS910_0,CONT_AWD_SPE3SU21F78X1_9700_SPE30017DS910_9700,SPE3SU21F78X1,0,0,9700,DEPT OF DEFENSE,SPE30017DS910,0,217.22,217.22,217.22,217.22
9700_9700_SPE3SU21F830L_0_SPE30020DS736_0,CONT_AWD_SPE3SU21F830L_9700_SPE30020DS736_9700,SPE3SU21F830L,0,0,9700,DEPT OF DEFENSE,SPE30020DS736,0,832.72,832.72,832.72,832.72
4732_4732_47QSEA21F8YZB_P00001_47QSEA20A000C_0,CONT_AWD_47QSEA21F8YZB_4732_47QSEA20A000C_4732,47QSEA21F8YZB,P00001,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,-94.43,320.28,-94.43,320.28
9700_-NONE-_W912P621C0011_0_-NONE-_0,CONT_AWD_W912P621C0011_9700_-NONE-_-NONE-,W912P621C0011,0,0,,,,,1532076,1532076,1532076,1532076
7529_7529_75N93021F00003_0_HHSN272201700050I_0,CONT_AWD_75N93021F00003_7529_HHSN272201700050I_7529,75N93021F00003,0,0,7529,NATIONAL INSTITUTES OF HEALTH,HHSN272201700050I,0,34956.15,34956.15,34956.15,34956.15
9700_-NONE-_SPE4A621PL127_0_-NONE-_0,CONT_AWD_SPE4A621PL127_9700_-NONE-_-NONE-,SPE4A621PL127,0,0,,,,,918,918,918,918
4732_4730_47QSEA21F617L_0_GS02FW0003_0,CONT_AWD_47QSEA21F617L_4732_GS02FW0003_4730,47QSEA21F617L,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,46.86,46.86,46.86,46.86
1900_-NONE-_190PRL21A1866_0_-NONE-_-NONE-,CONT_IDV_190PRL21A1866_1900,190PRL21A1866,0,,,,,,0,0,,
9700_9700_SPE4A521F9943_0_SPE4AX14D9403_0,CONT_AWD_SPE4A521F9943_9700_SPE4AX14D9403_9700,SPE4A521F9943,0,0,9700,DEPT OF DEFENSE,SPE4AX14D9403,0,8971.52,8971.52,8971.52,8971.52
3300_-NONE-_F17UBPO4000000361940_P00001_-NONE-_0,CONT_AWD_F17UBPO4000000361940_3300_-NONE-_-NONE-,F17UBPO4000000361940,P00001,0,,,,,-5865.48,6134.52,-5865.48,6134.52
9700_-NONE-_SPE7M020P3358_P00003_-NONE-_0,CONT_AWD_SPE7M020P3358_9700_-NONE-_-NONE-,SPE7M020P3358,P00003,0,,,,,0,160,0,160
2036_-NONE-_20342320C00003_P00007_-NONE-_0,CONT_AWD_20342320C00003_2036_-NONE-_-NONE-,20342320C00003,P00007,0,,,,,9541.16,6105215.78,9541.16,7785651.04
4732_4732_47QSEA21F5A79_0_47QSEA20A0008_0,CONT_AWD_47QSEA21F5A79_4732_47QSEA20A0008_4732,47QSEA21F5A79,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0008,PA0012,102.51,102.51,102.51,102.51
9700_-NONE-_SPE4A621P3635_0_-NONE-_0,CONT_AWD_SPE4A621P3635_9700_-NONE-_-NONE-,SPE4A621P3635,0,0,,,,,1750,1750,1750,1750
9700_4735_HC101320FA090_P00012_GS00T07NSD0038_0,CONT_AWD_HC101320FA090_9700_GS00T07NSD0038_4735,HC101320FA090,P00012,0,4735,FEDERAL ACQUISITION SERVICE,GS00T07NSD0038,0,93.77,5135.84,93.77,5135.84
2036_-NONE-_20342320C00003_P00008_-NONE-_0,CONT_AWD_20342320C00003_2036_-NONE-_-NONE-,20342320C00003,P00008,0,,,,,5028.72,6105215.78,0,7785651.04
9700_9700_SPE2DV21F71AM_0_SPE2DV17D1012_0,CONT_AWD_SPE2DV21F71AM_9700_SPE2DV17D1012_9700,SPE2DV21F71AM,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1012,0,20.8,20.8,20.8,20.8
9700_9700_SPE2DX21F4XPP_0_SPE2DX15D2923_0,CONT_AWD_SPE2DX21F4XPP_9700_SPE2DX15D2923_9700,SPE2DX21F4XPP,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2923,0,262069.5,262069.5,262069.5,262069.5
1549_-NONE-_15F06719P0001011_P00004_-NONE-_0,CONT_AWD_15F06719P0001011_1549_-NONE-_-NONE-,15F06719P0001011,P00004,0,,,,,35200,51900,35200,51900
9700_9700_SPE8ES21F89U7_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F89U7_9700_SPE8EG19D0103_9700,SPE8ES21F89U7,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,86.7,86.7,86.7,86.7
4732_4732_47QSEA21F0H5F_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F0H5F_4732_47QSEA20A000C_4732,47QSEA21F0H5F,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,295.52,295.52,295.52,295.52
9700_9700_SPE2DX21F23AV_0_SPE2DX15D3110_0,CONT_AWD_SPE2DX21F23AV_9700_SPE2DX15D3110_9700,SPE2DX21F23AV,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3110,0,862.02,862.02,862.02,862.02
9700_9700_SPE7L121FAH9B_0_SPE7LX21D0007_0,CONT_AWD_SPE7L121FAH9B_9700_SPE7LX21D0007_9700,SPE7L121FAH9B,0,0,9700,DEPT OF DEFENSE,SPE7LX21D0007,0,280.18,280.18,280.18,280.18
9700_-NONE-_SPE7L520P0630_P00001_-NONE-_0,CONT_AWD_SPE7L520P0630_9700_-NONE-_-NONE-,SPE7L520P0630,P00001,0,,,,,-200,3948,-200,3948
4740_4740_47PL0120F0041_PA0004_47PL0020D0001_0,CONT_AWD_47PL0120F0041_4740_47PL0020D0001_4740,47PL0120F0041,PA0004,0,4740,PUBLIC BUILDINGS SERVICE,47PL0020D0001,0,0,207581.9,0,207581.9
9700_9700_SPE2D921F4143_0_SPE2DX15D0022_0,CONT_AWD_SPE2D921F4143_9700_SPE2DX15D0022_9700,SPE2D921F4143,0,0,9700,DEPT OF DEFENSE,SPE2DX15D0022,0,98.16,98.16,98.16,98.16
4732_4732_47QSCC21F3BE1_0_GS23FGA007_0,CONT_AWD_47QSCC21F3BE1_4732_GS23FGA007_4732,47QSCC21F3BE1,0,0,4732,FEDERAL ACQUISITION SERVICE,GS23FGA007,1,1083.33,1083.33,1083.33,1083.33
9700_9700_SPE7L121FA0UH_0_SPE7LX16D0073_0,CONT_AWD_SPE7L121FA0UH_9700_SPE7LX16D0073_9700,SPE7L121FA0UH,0,0,9700,DEPT OF DEFENSE,SPE7LX16D0073,0,448.16,448.16,448.16,448.16
9700_9700_SPE30021F3VDK_0_SPE30017DP302_0,CONT_AWD_SPE30021F3VDK_9700_SPE30017DP302_9700,SPE30021F3VDK,0,0,9700,DEPT OF DEFENSE,SPE30017DP302,0,1051.37,1051.37,1051.37,1051.37
9700_-NONE-_W912PB18P3128_P00004_-NONE-_0,CONT_AWD_W912PB18P3128_9700_-NONE-_-NONE-,W912PB18P3128,P00004,0,,,,,0,82680,0,82680
9700_-NONE-_FA488718P0168_P00007_-NONE-_0,CONT_AWD_FA488718P0168_9700_-NONE-_-NONE-,FA488718P0168,P00007,0,,,,,0,78572,0,78572
9700_-NONE-_SPE5E721V0704_0_-NONE-_0,CONT_AWD_SPE5E721V0704_9700_-NONE-_-NONE-,SPE5E721V0704,0,0,,,,,948.17,0,948.17,0
4732_-NONE-_47QRAA18D005W_PA0007_-NONE-_-NONE-,CONT_IDV_47QRAA18D005W_4732,47QRAA18D005W,PA0007,,,,,,0,0,,
9700_9700_SPE3SU21FEADN_0_SPE30018DS316_0,CONT_AWD_SPE3SU21FEADN_9700_SPE30018DS316_9700,SPE3SU21FEADN,0,0,9700,DEPT OF DEFENSE,SPE30018DS316,0,1060.4,1060.4,1060.4,1060.4
4732_4732_47QSEA21F1JFY_0_47QSEA20A0009_0,CONT_AWD_47QSEA21F1JFY_4732_47QSEA20A0009_4732,47QSEA21F1JFY,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0009,PA0013,63.1,63.1,63.1,63.1
9700_4732_N4523A21F5728_0_47QSWA20D002A_0,CONT_AWD_N4523A21F5728_9700_47QSWA20D002A_4732,N4523A21F5728,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20D002A,0,106868.56,106868.56,106868.56,106868.56
4740_4732_GSP0516GA7214_PA18_GS07F143BA_0,CONT_AWD_GSP0516GA7214_4740_GS07F143BA_4732,GSP0516GA7214,PA18,0,4732,FEDERAL ACQUISITION SERVICE,GS07F143BA,0,0,1264244.71,0,1264244.71
9700_9700_SPE2D621F4NS4_0_SPE2DE19D0010_0,CONT_AWD_SPE2D621F4NS4_9700_SPE2DE19D0010_9700,SPE2D621F4NS4,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0010,0,678.85,678.85,678.85,678.85
9700_9700_SPE2D621F7EX5_0_SPE2DE20D0008_0,CONT_AWD_SPE2D621F7EX5_9700_SPE2DE20D0008_9700,SPE2D621F7EX5,0,0,9700,DEPT OF DEFENSE,SPE2DE20D0008,0,11295,11295,11295,11295
9700_9700_FA302020F0041_P00001_FA302020D0002_0,CONT_AWD_FA302020F0041_9700_FA302020D0002_9700,FA302020F0041,P00001,0,9700,DEPT OF DEFENSE,FA302020D0002,0,0,812389.4,0,812389.4
4732_4732_47QSHA21F2WVE_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F2WVE_4732_GS06Q16GVAM022_4732,47QSHA21F2WVE,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,80.84,80.84,80.84,80.84
9700_9700_SP450021F4060_0_SP453017D0002_0,CONT_AWD_SP450021F4060_9700_SP453017D0002_9700,SP450021F4060,0,0,9700,DEPT OF DEFENSE,SP453017D0002,0,17022.34,17022.34,17022.34,17022.34
9700_9700_SPE2D621F5DM8_0_SPE2DE21D7008_0,CONT_AWD_SPE2D621F5DM8_9700_SPE2DE21D7008_9700,SPE2D621F5DM8,0,0,9700,DEPT OF DEFENSE,SPE2DE21D7008,0,8841.84,8841.84,8841.84,8841.84
4732_4732_47QSEA21F1YFF_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F1YFF_4732_47QSEA20A000C_4732,47QSEA21F1YFF,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,64.36,64.36,64.36,64.36
4732_4732_47QSCC21F249Y_0_47QSCC20A0005_0,CONT_AWD_47QSCC21F249Y_4732_47QSCC20A0005_4732,47QSCC21F249Y,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0005,PS0001,1703.68,1703.68,1703.68,1703.68
7523_4730_75D30120F07016_P00001_GS24F0027N_0,CONT_AWD_75D30120F07016_7523_GS24F0027N_4730,75D30120F07016,P00001,0,4730,FEDERAL ACQUISITION SERVICE,GS24F0027N,PA0022ADDRESSCHG,17100,34200,17100,34200
9700_9700_SPE3SU21F4ZQG_0_SPE30020DS353_0,CONT_AWD_SPE3SU21F4ZQG_9700_SPE30020DS353_9700,SPE3SU21F4ZQG,0,0,9700,DEPT OF DEFENSE,SPE30020DS353,0,266.47,266.47,266.47,266.47
1900_8000_19AQMM21F3331_0_NNG15SD26B_0,CONT_AWD_19AQMM21F3331_1900_NNG15SD26B_8000,19AQMM21F3331,0,0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNG15SD26B,2,83965.64,83965.64,83965.64,83965.64
4732_4730_47QSEA21F4SB0_0_GS02FW0003_0,CONT_AWD_47QSEA21F4SB0_4732_GS02FW0003_4730,47QSEA21F4SB0,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,55,55,55,55
